customer_id,age,gender,region,membership_tier,signup_date
CUST00986,24,Female,South,Gold,2022-03-24 02:23:00
CUST00987,56,Female,North,Bronze,2022-04-12 14:36:00
CUST00988,48,Male,Central,Bronze,2021-05-14 22:14:00
CUST00989,35,Female,North,Silver,2021-09-07 21:52:00
CUST00990,38,Male,West,Gold,2020-06-15 20:54:00
CUST00991,40,Male,East,Bronze,2020-03-06 02:25:00
CUST00992,18,Male,East,Bronze,2022-02-16 12:35:00
CUST00993,35,Female,South,Bronze,2022-09-02 01:40:00
CUST00994,29,Male,South,Bronze,2020-01-21 22:10:00
CUST00995,25,Female,West,Bronze,2020-06-19 15:54:00
CUST00996,34,Male,South,Bronze,2022-06-08 20:50:00
CUST00997,59,Female,East,Gold,2021-11-10 18:54:00
CUST00998,45,Male,West,Silver,2020-07-15 16:58:00
CUST00999,31,Male,West,Bronze,2020-03-29 07:13:00
CUST01000,44,Male,West,Silver,2022-09-01 08:02:00
CUST01001,54,Female,North,Silver,2020-06-02 21:59:00
CUST01002,49,Male,South,Platinum,2021-07-29 17:36:00
CUST01003,38,Female,Central,Bronze,2020-03-09 05:59:00
CUST01004,30,Female,East,Gold,2021-10-07 00:13:00
CUST01005,46,Female,South,Gold,2020-10-23 22:52:00
CUST01006,42,Female,East,Bronze,2022-03-27 02:19:00
CUST01007,48,Male,South,Platinum,2020-11-29 18:15:00
CUST01008,45,Male,Central,Silver,2022-03-08 21:57:00
CUST01009,50,Female,East,Silver,2021-11-11 12:48:00
CUST01010,31,Female,Central,Bronze,2020-10-14 22:46:00
CUST01011,53,Female,East,Bronze,2020-06-10 16:47:00
CUST01012,40,Female,North,Silver,2021-12-10 01:06:00
CUST01013,62,Male,North,Bronze,2022-06-15 07:53:00
CUST01014,29,Male,East,Silver,2020-06-05 10:38:00
CUST01015,58,Female,East,Bronze,2022-03-24 10:01:00
CUST01016,40,Male,Central,Silver,2021-07-14 14:31:00
CUST01017,30,Male,West,Silver,2021-04-13 11:35:00
CUST01018,32,Female,East,Bronze,2022-02-08 13:11:00
CUST01019,34,Male,South,Silver,2022-02-18 02:49:00
CUST01020,43,Female,South,Silver,2021-08-28 07:45:00
CUST01021,44,Female,South,Bronze,2020-05-31 02:17:00
CUST01022,31,Female,North,Bronze,2020-11-12 12:45:00
CUST01023,37,Male,Central,Bronze,2020-11-12 23:24:00
CUST01024,63,Male,North,Bronze,2021-10-11 11:06:00
CUST01025,58,Female,South,Platinum,2020-07-07 00:19:00
CUST01026,43,Male,East,Silver,2022-06-30 11:48:00
CUST01027,38,Male,South,Bronze,2021-07-07 03:08:00
CUST01028,39,Male,East,Bronze,2020-06-28 05:27:00
CUST01029,45,Male,Central,Bronze,2022-07-09 17:35:00
CUST01030,25,Male,West,Silver,2022-11-16 13:06:00
CUST01031,34,Female,East,Bronze,2020-02-24 02:22:00
CUST01032,18,Male,North,Silver,2020-07-10 19:38:00
CUST01033,42,Male,South,Bronze,2021-10-27 12:00:00
CUST01034,45,Female,South,Gold,2021-08-21 13:24:00
CUST01035,32,Other,South,Bronze,2020-06-23 23:57:00
CUST01036,56,Male,East,Silver,2021-05-13 18:33:00
CUST01037,23,Male,Central,Gold,2020-12-14 21:24:00
CUST01038,20,Female,East,Silver,2020-12-14 04:17:00
CUST01039,40,Female,North,Gold,2021-09-09 08:31:00
CUST01040,50,Female,South,Silver,2020-10-26 02:10:00
CUST01041,58,Female,East,Silver,2022-06-10 08:26:00
CUST01042,32,Male,South,Silver,2021-09-06 15:50:00
CUST01043,50,Female,North,Platinum,2020-06-07 11:16:00
CUST01044,37,Male,West,Silver,2021-05-21 23:40:00
CUST01045,35,Female,West,Platinum,2022-10-13 19:39:00
CUST01046,48,Female,West,Bronze,2021-02-05 14:06:00
CUST01047,45,Female,South,Silver,2020-10-05 09:00:00
CUST01048,19,Male,East,Platinum,2022-03-22 10:53:00
CUST01049,55,Male,South,Bronze,2022-02-18 10:28:00
CUST01050,54,Female,Central,Platinum,2021-11-17 13:52:00
CUST01051,30,Female,East,Bronze,2020-10-06 09:20:00
CUST01052,42,Female,North,Platinum,2021-02-16 15:20:00
CUST01053,43,Male,West,Silver,2020-12-30 12:20:00
CUST01054,41,Male,East,Bronze,2021-08-20 23:44:00
CUST01055,31,Female,East,Gold,2022-10-03 18:50:00
CUST01056,29,Male,West,Bronze,2021-05-12 10:24:00
CUST01057,37,Female,North,Bronze,2021-07-29 12:23:00
CUST01058,52,Female,South,Bronze,2020-08-22 18:12:00
CUST01059,44,Female,South,Silver,2021-01-04 21:49:00
CUST01060,33,Female,East,Platinum,2020-02-26 23:29:00
CUST01061,47,Female,West,Bronze,2021-03-06 14:51:00
CUST01062,18,Male,Central,Silver,2021-08-20 22:04:00
CUST01063,51,Female,North,Bronze,2022-04-18 21:31:00
CUST01064,18,Male,South,Gold,2020-10-13 20:19:00
CUST01065,33,Female,North,Bronze,2021-05-11 08:42:00
CUST01066,24,Male,North,Bronze,2020-11-12 22:27:00
CUST01067,22,Female,North,Bronze,2022-02-12 02:28:00
CUST01068,51,Male,West,Silver,2022-09-09 18:25:00
CUST01069,32,Male,West,Gold,2022-12-31 16:59:00
CUST01070,42,Female,West,Silver,2022-05-07 17:02:00
CUST01071,37,Male,East,Bronze,2022-01-07 22:57:00
CUST01072,43,Female,West,Silver,2020-06-24 03:49:00
CUST01073,38,Other,East,Gold,2021-05-24 21:42:00
CUST01074,22,Male,South,Bronze,2021-12-29 05:41:00
CUST01075,49,Female,South,Bronze,2020-04-01 18:41:00
CUST01076,32,Male,South,Bronze,2022-03-30 10:50:00
CUST01077,19,Male,South,Gold,2022-06-01 03:00:00
CUST01078,32,Male,South,Silver,2020-07-21 08:14:00
CUST01079,56,Female,West,Silver,2022-11-12 23:33:00
CUST01080,48,Male,Central,Bronze,2021-03-29 14:23:00
CUST01081,33,Female,West,Bronze,2022-03-13 14:49:00
CUST01082,33,Female,Central,Platinum,2022-10-22 04:22:00
CUST01083,34,Female,West,Bronze,2020-02-21 15:06:00
CUST01084,62,Male,South,Platinum,2021-08-29 13:58:00
CUST01085,42,Female,North,Silver,2020-06-25 03:53:00
CUST01086,43,Female,Central,Bronze,2020-10-18 11:19:00
CUST01087,50,Female,North,Silver,2021-12-04 14:50:00
CUST01088,40,Female,South,Platinum,2021-02-28 16:30:00
CUST01089,34,Female,Central,Silver,2021-12-15 15:06:00
CUST01090,35,Male,North,Gold,2022-06-17 23:44:00
CUST01091,37,Female,West,Bronze,2022-07-16 10:04:00
CUST01092,37,Male,South,Silver,2021-09-07 01:51:00
CUST01093,46,Male,West,Gold,2020-08-24 00:54:00
CUST01094,38,Male,West,Platinum,2021-12-04 20:06:00
CUST01095,46,Male,South,Silver,2020-12-03 23:15:00
CUST01096,37,Male,Central,Silver,2022-11-23 05:35:00
CUST01097,38,Other,East,Bronze,2020-11-24 10:35:00
CUST01098,18,Male,East,Bronze,2022-05-24 14:14:00
CUST01099,48,Female,South,Bronze,2022-04-10 20:11:00
CUST01100,42,Female,East,Bronze,2021-01-17 20:42:00
CUST01101,49,Female,North,Bronze,2022-06-05 12:01:00
CUST01102,18,Female,Central,Bronze,2021-02-09 14:37:00
CUST01103,63,Male,West,Platinum,2022-05-30 12:00:00
CUST01104,36,Male,West,Silver,2021-03-16 06:17:00
CUST01105,51,Male,South,Silver,2020-05-09 18:06:00
CUST01106,25,Male,West,Platinum,2021-01-18 11:20:00
CUST01107,45,Female,North,Bronze,2021-02-08 14:07:00
CUST01108,25,Female,North,Silver,2021-06-22 21:55:00
CUST01109,30,Male,South,Silver,2022-09-30 16:40:00
CUST01110,60,Male,West,Bronze,2021-10-04 19:24:00
CUST01111,35,Male,East,Gold,2022-03-15 18:07:00
CUST01112,40,Male,East,Bronze,2021-12-14 11:54:00
CUST01113,48,Female,Central,Bronze,2022-07-27 19:11:00
CUST01114,43,Male,South,Bronze,2021-09-02 19:37:00
CUST01115,39,Female,Central,Platinum,2020-06-23 21:08:00
CUST01116,42,Male,East,Silver,2021-10-04 03:15:00
CUST01117,66,Male,East,Silver,2021-09-18 03:11:00
CUST01118,37,Female,East,Silver,2022-02-04 22:09:00
CUST01119,40,Female,Central,Bronze,2022-11-13 12:26:00
CUST01120,50,Other,South,Silver,2020-10-10 18:24:00
CUST01121,51,Female,North,Silver,2022-05-17 05:31:00
CUST01122,52,Male,North,Bronze,2020-12-21 17:10:00
CUST01123,45,Male,East,Silver,2022-09-30 09:08:00
CUST01124,24,Female,South,Bronze,2021-01-19 10:53:00
CUST01125,57,Female,South,Bronze,2022-07-13 19:03:00
CUST01126,24,Female,West,Gold,2022-01-06 00:31:00
CUST01127,41,Male,West,Silver,2020-10-07 06:52:00
CUST01128,28,Other,Central,Silver,2022-02-26 17:32:00
CUST01129,37,Male,West,Silver,2022-10-11 13:43:00
CUST01130,41,Female,Central,Bronze,2022-10-05 13:45:00
CUST01131,41,Female,North,Silver,2022-06-29 15:10:00
CUST01132,43,Male,East,Gold,2020-06-19 18:01:00
CUST01133,57,Female,South,Silver,2021-03-28 09:02:00
CUST01134,43,Male,North,Platinum,2021-07-17 07:34:00
CUST01135,35,Other,North,Platinum,2021-08-15 05:49:00
CUST01136,49,Male,Central,Silver,2022-07-26 18:47:00
CUST01137,52,Female,East,Gold,2022-10-12 17:32:00
CUST01138,23,Male,Central,Silver,2020-08-20 18:07:00
CUST01139,45,Female,North,Silver,2021-07-03 17:52:00
CUST01140,46,Female,South,Bronze,2022-01-22 17:52:00
CUST01141,34,Female,West,Silver,2020-03-27 23:28:00
CUST01142,54,Male,Central,Platinum,2021-03-24 13:06:00
CUST01143,36,Female,North,Gold,2021-05-22 09:55:00
CUST01144,39,Male,West,Gold,2020-03-08 14:16:00
CUST01145,35,Female,West,Bronze,2021-12-15 02:28:00
CUST01146,38,Male,North,Bronze,2020-08-29 07:13:00
CUST01147,24,Female,East,Bronze,2021-12-20 22:39:00
CUST01148,20,Male,North,Bronze,2022-05-27 05:39:00
CUST01149,57,Male,South,Silver,2020-10-13 06:52:00
CUST01150,27,Male,West,Bronze,2021-02-28 01:36:00
CUST01151,26,Male,South,Silver,2021-12-20 17:17:00
CUST01152,18,Male,Central,Silver,2020-12-11 10:45:00
CUST01153,30,Female,West,Bronze,2021-08-23 09:36:00
CUST01154,22,Female,East,Bronze,2021-07-02 16:57:00
CUST01155,57,Female,North,Gold,2020-07-15 04:48:00
CUST01156,50,Female,Central,Bronze,2022-04-23 01:17:00
CUST01157,29,Male,South,Bronze,2020-09-17 22:55:00
CUST01158,65,Female,Central,Gold,2020-09-29 07:09:00
CUST01159,49,Male,East,Platinum,2021-10-22 07:48:00
CUST01160,34,Female,North,Gold,2022-03-16 15:09:00
CUST01161,18,Male,Central,Bronze,2021-07-05 20:26:00
CUST01162,65,Male,South,Bronze,2022-02-08 14:04:00
CUST01163,21,Male,Central,Platinum,2020-07-10 12:32:00
CUST01164,18,Female,North,Gold,2021-07-24 22:59:00
CUST01165,50,Male,Central,Silver,2022-01-26 14:31:00
CUST01166,67,Female,South,Bronze,2021-11-02 18:00:00
CUST01167,54,Male,North,Bronze,2020-07-10 23:29:00
CUST01168,44,Female,East,Bronze,2022-01-04 02:50:00
CUST01169,45,Female,East,Silver,2022-12-31 12:13:00
CUST01170,48,Male,West,Bronze,2022-05-30 06:31:00
CUST01171,47,Female,Central,Platinum,2021-07-04 10:53:00
CUST01172,41,Female,South,Bronze,2021-08-04 10:35:00
CUST01173,39,Female,Central,Gold,2020-09-25 18:54:00
CUST01174,37,Female,North,Bronze,2022-09-21 10:57:00
CUST01175,28,Female,West,Silver,2020-04-10 01:06:00
CUST01176,34,Female,South,Bronze,2022-07-31 00:07:00
CUST01177,18,Male,Central,Gold,2020-11-20 14:29:00
CUST01178,36,Female,South,Silver,2020-01-03 13:12:00
CUST01179,26,Male,North,Bronze,2020-09-28 20:19:00
CUST01180,24,Male,West,Gold,2020-11-22 08:05:00
CUST01181,40,Female,South,Silver,2022-01-09 08:05:00
CUST01182,54,Male,North,Platinum,2022-02-01 21:57:00
CUST01183,49,Male,East,Platinum,2020-12-05 01:25:00
CUST01184,19,Female,South,Platinum,2021-09-18 23:44:00
CUST01185,26,Female,West,Bronze,2021-04-25 13:41:00
CUST01186,49,Female,South,Bronze,2020-07-06 22:06:00
CUST01187,26,Female,South,Platinum,2020-01-04 06:30:00
CUST01188,35,Female,North,Silver,2020-06-09 04:37:00
CUST01189,44,Male,Central,Bronze,2021-04-09 16:43:00
CUST01190,26,Male,Central,Gold,2022-07-01 00:00:00
CUST01191,39,Female,South,Bronze,2021-12-05 03:55:00
CUST01192,21,Male,West,Gold,2022-05-15 22:08:00
CUST01193,30,Female,West,Gold,2022-09-06 02:14:00
CUST01194,41,Female,North,Gold,2022-02-24 02:46:00
CUST01195,18,Male,South,Bronze,2020-07-29 03:20:00
CUST01196,43,Female,South,Silver,2022-01-23 09:08:00
CUST01197,37,Female,Central,Silver,2022-02-23 04:41:00
CUST01198,44,Male,North,Silver,2020-10-20 02:33:00
CUST01199,40,Other,East,Bronze,2020-01-19 19:41:00
CUST01200,54,Female,West,Silver,2020-12-03 14:22:00
CUST01201,39,Male,West,Silver,2021-03-13 20:47:00
CUST01202,32,Female,South,Silver,2020-11-07 13:39:00
CUST01203,39,Female,North,Gold,2022-06-26 06:05:00
CUST01204,44,Female,East,Silver,2020-07-25 04:48:00
CUST01205,38,Female,West,Bronze,2020-09-10 18:46:00
CUST01206,38,Female,North,Silver,2022-02-26 11:27:00
CUST01207,29,Male,East,Gold,2021-10-07 04:15:00
CUST01208,30,Female,South,Bronze,2021-07-22 20:05:00
CUST01209,21,Female,Central,Silver,2021-05-24 17:38:00
CUST01210,58,Male,West,Bronze,2021-08-07 22:01:00
CUST01211,23,Male,West,Bronze,2021-09-10 06:33:00
CUST01212,29,Other,East,Platinum,2022-11-10 06:47:00
CUST01213,29,Female,Central,Platinum,2022-03-14 09:41:00
CUST01214,48,Female,North,Silver,2020-04-22 07:31:00
CUST01215,34,Female,South,Gold,2022-03-02 03:15:00
CUST01216,52,Female,North,Gold,2022-10-21 20:38:00
CUST01217,29,Female,East,Platinum,2020-05-26 16:56:00
CUST01218,41,Female,West,Silver,2020-01-26 11:59:00
CUST01219,27,Male,West,Silver,2021-10-11 04:24:00
CUST01220,63,Female,North,Silver,2022-05-12 11:34:00
CUST01221,23,Female,South,Bronze,2020-12-20 15:49:00
CUST01222,41,Female,East,Silver,2020-05-30 00:37:00
CUST01223,45,Female,South,Gold,2020-05-19 00:16:00
CUST01224,42,Female,East,Gold,2021-03-18 01:59:00
CUST01225,35,Male,South,Gold,2020-05-04 12:32:00
CUST01226,36,Male,North,Bronze,2021-08-10 20:45:00
CUST01227,38,Male,Central,Silver,2022-10-24 13:27:00
CUST01228,36,Male,East,Bronze,2022-04-04 02:40:00
CUST01229,49,Other,North,Bronze,2020-11-09 08:05:00
CUST01230,64,Male,West,Platinum,2021-09-27 02:32:00
CUST01231,31,Male,West,Silver,2021-02-21 04:34:00
CUST01232,21,Female,South,Gold,2021-11-01 12:37:00
CUST01233,36,Female,West,Bronze,2020-05-16 09:44:00
CUST01234,68,Male,Central,Silver,2022-06-15 23:54:00
CUST01235,28,Female,East,Silver,2021-05-04 01:15:00
CUST01236,57,Female,South,Bronze,2020-06-26 13:07:00
CUST01237,58,Male,East,Bronze,2022-07-18 19:38:00
CUST01238,31,Male,East,Bronze,2020-04-23 09:42:00
CUST01239,44,Female,North,Silver,2020-12-26 03:00:00
CUST01240,57,Female,West,Platinum,2020-10-09 22:00:00
CUST01241,33,Female,East,Gold,2020-12-02 15:22:00
CUST01242,35,Male,Central,Platinum,2022-12-08 16:50:00
CUST01243,31,Male,Central,Gold,2021-06-15 05:23:00
CUST01244,25,Female,West,Gold,2020-09-17 23:49:00
CUST01245,30,Male,West,Silver,2021-07-05 23:56:00
CUST01246,23,Male,South,Silver,2020-08-30 00:21:00
CUST01247,38,Female,South,Silver,2022-05-30 08:33:00
CUST01248,28,Male,South,Gold,2020-05-11 08:45:00
CUST01249,40,Female,West,Bronze,2020-06-07 15:29:00
CUST01250,19,Female,East,Bronze,2022-11-13 11:03:00
CUST01251,41,Male,North,Platinum,2022-10-21 18:10:00
CUST01252,48,Female,South,Bronze,2022-01-24 05:16:00
CUST01253,18,Male,North,Platinum,2020-07-30 18:43:00
CUST01254,42,Female,Central,Gold,2020-08-25 07:47:00
CUST01255,52,Male,West,Bronze,2022-11-09 00:02:00
CUST01256,23,Male,Central,Silver,2020-01-27 07:02:00
CUST01257,58,Female,South,Gold,2022-08-25 11:24:00
CUST01258,43,Female,East,Bronze,2020-11-04 05:59:00
CUST01259,29,Female,South,Gold,2020-03-14 17:51:00
CUST01260,37,Male,North,Gold,2022-05-09 07:20:00
CUST01261,44,Male,South,Bronze,2021-05-24 13:58:00
CUST01262,38,Female,East,Bronze,2021-10-18 08:52:00
CUST01263,44,Male,East,Bronze,2020-06-09 18:23:00
CUST01264,26,Male,West,Bronze,2020-09-02 16:43:00
CUST01265,40,Female,West,Bronze,2020-04-18 05:14:00
CUST01266,21,Female,East,Gold,2022-11-23 01:25:00
CUST01267,36,Female,East,Bronze,2020-05-22 14:55:00
CUST01268,27,Other,North,Gold,2021-08-02 09:20:00
CUST01269,29,Male,South,Bronze,2020-06-26 17:29:00
CUST01270,52,Female,West,Silver,2020-01-18 11:12:00
CUST01271,51,Male,North,Silver,2021-08-21 18:50:00
CUST01272,45,Female,South,Gold,2021-09-15 23:39:00
CUST01273,24,Female,West,Silver,2021-05-12 14:23:00
CUST01274,34,Other,North,Bronze,2022-10-08 06:46:00
CUST01275,52,Female,Central,Gold,2021-05-18 04:00:00
CUST01276,39,Female,Central,Bronze,2022-04-20 00:14:00
CUST01277,65,Female,West,Bronze,2021-12-11 20:53:00
CUST01278,42,Female,North,Silver,2020-01-21 10:00:00
CUST01279,40,Female,South,Gold,2022-02-10 23:46:00
CUST01280,34,Male,South,Bronze,2021-09-22 03:13:00
CUST01281,39,Male,North,Silver,2022-12-22 07:26:00
CUST01282,36,Male,Central,Silver,2022-10-05 01:09:00
CUST01283,46,Male,North,Platinum,2021-07-28 02:02:00
CUST01284,49,Female,Central,Bronze,2021-04-20 16:26:00
CUST01285,28,Female,Central,Bronze,2022-02-02 14:47:00
CUST01286,22,Female,South,Silver,2020-06-23 18:06:00
CUST01287,18,Other,West,Bronze,2022-11-02 04:40:00
CUST01288,44,Female,East,Gold,2022-03-19 02:37:00
CUST01289,24,Male,North,Silver,2020-05-08 13:42:00
CUST01290,18,Male,Central,Gold,2020-09-25 07:18:00
CUST01291,42,Male,North,Gold,2021-06-19 10:59:00
CUST01292,67,Male,West,Platinum,2022-03-16 22:53:00
CUST01293,37,Female,West,Silver,2021-10-31 10:28:00
CUST01294,48,Female,East,Platinum,2021-07-11 07:04:00
CUST01295,38,Female,East,Bronze,2021-02-20 04:49:00
CUST01296,36,Female,Central,Gold,2020-08-12 04:06:00
CUST01297,49,Female,East,Silver,2020-12-03 14:29:00
CUST01298,34,Male,Central,Gold,2021-10-06 13:07:00
CUST01299,41,Female,South,Silver,2022-01-04 06:28:00
CUST01300,41,Male,Central,Gold,2021-09-24 14:16:00
CUST01301,29,Male,East,Platinum,2020-09-03 02:10:00
CUST01302,49,Male,North,Gold,2021-09-16 22:44:00
CUST01303,35,Female,East,Gold,2020-03-24 06:53:00
CUST01304,28,Male,West,Bronze,2021-11-03 04:05:00
CUST01305,44,Male,East,Bronze,2021-05-24 11:25:00
CUST01306,27,Female,South,Platinum,2022-11-18 01:43:00
CUST01307,38,Female,Central,Silver,2021-09-05 08:52:00
CUST01308,37,Male,West,Silver,2020-12-23 00:25:00
CUST01309,51,Male,Central,Bronze,2022-07-16 17:47:00
CUST01310,43,Female,Central,Bronze,2021-05-27 03:29:00
CUST01311,37,Male,East,Bronze,2020-07-28 04:07:00
CUST01312,47,Female,North,Silver,2020-01-26 01:53:00
CUST01313,54,Female,West,Bronze,2021-04-01 04:12:00
CUST01314,44,Male,South,Bronze,2022-04-01 11:43:00
CUST01315,38,Male,South,Silver,2020-06-22 18:37:00
CUST01316,22,Male,North,Silver,2021-06-15 02:01:00
CUST01317,25,Male,North,Bronze,2020-05-13 06:57:00
CUST01318,34,Male,East,Silver,2022-06-28 04:05:00
CUST01319,30,Female,South,Platinum,2021-11-11 03:02:00
CUST01320,35,Male,West,Silver,2022-08-03 01:10:00
CUST01321,38,Female,North,Gold,2022-06-07 23:25:00
CUST01322,44,Female,North,Platinum,2022-10-14 00:24:00
CUST01323,37,Male,North,Bronze,2022-05-24 05:22:00
CUST01324,43,Male,West,Bronze,2021-03-16 05:17:00
CUST01325,38,Male,South,Silver,2021-07-28 14:56:00
CUST01326,18,Male,West,Silver,2020-11-01 01:39:00
CUST01327,26,Female,West,Silver,2021-05-19 20:18:00
CUST01328,36,Male,East,Bronze,2022-10-19 13:56:00
CUST01329,23,Female,North,Silver,2022-09-09 01:05:00
CUST01330,45,Male,South,Bronze,2021-07-27 12:08:00
CUST01331,56,Male,East,Platinum,2022-05-09 06:41:00
CUST01332,52,Female,East,Bronze,2022-12-13 07:40:00
CUST01333,35,Female,Central,Platinum,2020-02-10 12:50:00
CUST01334,55,Male,North,Bronze,2022-01-06 15:34:00
CUST01335,39,Male,South,Bronze,2022-09-20 11:58:00
CUST01336,33,Female,South,Bronze,2022-10-26 10:24:00
CUST01337,30,Male,South,Platinum,2021-07-08 05:01:00
CUST01338,34,Male,North,Bronze,2021-10-16 19:14:00
CUST01339,33,Female,South,Silver,2020-03-02 08:03:00
CUST01340,40,Female,West,Gold,2022-08-25 16:22:00
CUST01341,39,Female,West,Silver,2021-04-22 05:06:00
CUST01342,38,Female,North,Bronze,2021-05-23 21:15:00
CUST01343,43,Female,South,Platinum,2021-06-30 17:52:00
CUST01344,52,Female,Central,Gold,2020-04-25 07:36:00
CUST01345,49,Female,Central,Silver,2022-03-07 11:59:00
CUST01346,20,Female,Central,Silver,2020-12-22 05:15:00
CUST01347,18,Female,West,Platinum,2021-10-14 23:44:00
CUST01348,49,Male,Central,Platinum,2022-01-05 18:01:00
CUST01349,21,Male,South,Silver,2021-12-22 18:36:00
CUST01350,35,Female,South,Gold,2020-10-19 18:12:00
CUST01351,23,Female,Central,Bronze,2022-10-06 17:19:00
CUST01352,18,Male,East,Bronze,2020-12-26 15:02:00
CUST01353,44,Female,Central,Bronze,2020-07-04 01:14:00
CUST01354,47,Male,East,Bronze,2021-03-25 00:33:00
CUST01355,31,Female,North,Silver,2022-09-06 00:21:00
CUST01356,18,Female,North,Silver,2021-02-17 04:21:00
CUST01357,31,Female,South,Bronze,2020-12-30 10:03:00
CUST01358,42,Male,West,Silver,2020-02-15 04:37:00
CUST01359,20,Female,South,Bronze,2020-10-18 03:54:00
CUST01360,40,Male,South,Platinum,2022-12-14 11:04:00
CUST01361,37,Male,West,Gold,2022-02-05 22:42:00
CUST01362,44,Male,South,Bronze,2022-03-22 18:06:00
CUST01363,39,Female,West,Platinum,2021-11-21 09:20:00
CUST01364,26,Female,South,Bronze,2020-10-07 05:46:00
CUST01365,52,Male,North,Silver,2022-06-14 20:31:00
CUST01366,36,Female,East,Platinum,2021-10-12 05:45:00
CUST01367,37,Female,South,Bronze,2022-01-01 07:42:00
CUST01368,26,Female,East,Silver,2020-12-26 12:19:00
CUST01369,32,Female,Central,Bronze,2021-08-27 04:11:00
CUST01370,27,Male,South,Bronze,2020-01-05 22:36:00
CUST01371,35,Female,North,Silver,2022-03-13 18:02:00
CUST01372,58,Female,West,Platinum,2021-01-08 19:20:00
CUST01373,21,Male,North,Silver,2021-03-29 20:36:00
CUST01374,18,Male,East,Platinum,2020-08-02 15:09:00
CUST01375,55,Male,West,Platinum,2021-11-10 23:04:00
CUST01376,35,Male,North,Bronze,2021-05-03 11:20:00
CUST01377,29,Female,North,Silver,2020-12-10 20:56:00
CUST01378,50,Female,North,Silver,2020-07-01 22:42:00
CUST01379,30,Female,West,Silver,2021-11-19 14:00:00
CUST01380,59,Female,North,Bronze,2021-06-28 06:15:00
CUST01381,46,Male,North,Platinum,2020-05-19 11:16:00
CUST01382,32,Female,East,Gold,2020-08-10 23:00:00
CUST01383,63,Male,North,Silver,2020-04-09 12:28:00
CUST01384,30,Other,North,Silver,2022-05-10 05:56:00
CUST01385,46,Male,Central,Bronze,2022-04-28 15:56:00
CUST01386,41,Female,West,Silver,2022-02-15 11:34:00
CUST01387,53,Male,Central,Platinum,2022-02-08 03:53:00
CUST01388,56,Male,East,Gold,2022-09-09 18:41:00
CUST01389,38,Male,Central,Bronze,2021-04-07 05:28:00
CUST01390,28,Female,South,Silver,2020-05-31 01:18:00
CUST01391,43,Female,West,Silver,2020-02-12 10:16:00
CUST01392,29,Male,North,Bronze,2020-08-03 02:21:00
CUST01393,62,Female,Central,Bronze,2020-12-15 12:10:00
CUST01394,39,Female,Central,Silver,2020-06-03 17:57:00
CUST01395,33,Female,North,Silver,2020-07-10 10:38:00
CUST01396,40,Female,North,Bronze,2022-09-16 22:01:00
CUST01397,21,Male,East,Bronze,2022-06-03 20:10:00
CUST01398,26,Male,Central,Bronze,2022-06-09 05:03:00
CUST01399,52,Female,Central,Bronze,2020-07-27 10:13:00
CUST01400,30,Female,South,Silver,2021-01-25 13:44:00
CUST01401,25,Other,South,Bronze,2021-06-28 21:18:00
CUST01402,44,Female,Central,Bronze,2021-09-02 07:06:00
CUST01403,52,Male,South,Gold,2020-04-12 12:36:00
CUST01404,46,Female,Central,Bronze,2022-10-03 04:03:00
CUST01405,49,Male,West,Silver,2022-01-09 00:27:00
CUST01406,28,Other,East,Platinum,2020-06-29 09:52:00
CUST01407,20,Female,South,Silver,2022-09-11 06:06:00
CUST01408,56,Female,Central,Gold,2020-02-23 06:10:00
CUST01409,34,Female,South,Silver,2021-08-21 02:30:00
CUST01410,34,Male,East,Bronze,2020-08-25 09:50:00
CUST01411,53,Male,West,Silver,2022-03-26 15:31:00
CUST01412,44,Female,North,Silver,2021-06-27 02:41:00
CUST01413,43,Female,North,Bronze,2022-03-05 05:23:00
CUST01414,63,Male,South,Silver,2022-02-21 11:11:00
CUST01415,30,Female,Central,Platinum,2022-07-02 01:16:00
CUST01416,49,Female,East,Bronze,2022-06-20 14:16:00
CUST01417,38,Male,West,Silver,2021-04-09 08:36:00
CUST01418,41,Male,West,Silver,2020-05-07 04:48:00
CUST01419,56,Female,West,Gold,2020-07-18 02:42:00
CUST01420,44,Female,North,Gold,2021-12-06 17:26:00
CUST01421,44,Female,East,Gold,2021-04-11 17:03:00
CUST01422,50,Female,North,Bronze,2022-03-04 16:26:00
CUST01423,33,Male,South,Bronze,2022-08-31 18:56:00
CUST01424,27,Female,West,Bronze,2021-04-28 15:19:00
CUST01425,25,Male,East,Silver,2020-06-11 12:57:00
CUST01426,18,Male,West,Gold,2020-03-13 16:36:00
CUST01427,62,Female,North,Platinum,2022-11-25 18:43:00
CUST01428,24,Female,North,Silver,2020-10-29 03:48:00
CUST01429,35,Male,North,Silver,2022-07-09 05:10:00
CUST01430,34,Male,West,Silver,2021-03-10 06:08:00
CUST01431,41,Female,East,Bronze,2020-03-29 13:05:00
CUST01432,47,Female,East,Silver,2022-06-11 06:52:00
CUST01433,48,Female,South,Silver,2020-10-30 19:16:00
CUST01434,31,Female,West,Platinum,2021-10-17 23:58:00
CUST01435,35,Female,South,Bronze,2020-05-18 02:24:00
CUST01436,41,Female,South,Platinum,2022-03-25 17:20:00
CUST01437,35,Male,South,Silver,2021-07-20 16:29:00
CUST01438,57,Male,South,Bronze,2020-01-27 22:39:00
CUST01439,43,Male,North,Bronze,2022-12-07 13:07:00
CUST01440,46,Female,South,Bronze,2022-04-29 04:09:00
